No,프로젝트,D/P&BOM 코드,D/P&BOM 내역,설계기능,도면종류,협력사,직영책임부서,작업 출도계획,작업 출도실적,일정 차이,일정 준수 여부
626,P3,DPBOM000001569,가공,F2,D2,자체 진행,D3,2024-07-28,2024-07-26,-2,False
628,P3,DPBOM000001571,가공,F4,D7,자체 진행,D3,2021-11-29,2021-11-03,-26,False
629,P3,DPBOM000001011,도장,F1,D1,자체 진행,D1,2024-03-31,2024-03-21,-10,False
630,P3,DPBOM000001013,족장,F3,D3,D6,D4,2023-09-06,2023-08-16,-21,False
631,P3,DPBOM000001014,재마킹,F4,D6,자체 진행,D3,2023-03-05,2023-02-23,-10,False
632,P3,DPBOM000001572,의장,F1,D8,자체 진행,D1,2022-11-10,2022-10-12,-29,False
633,P3,DPBOM000001016,공작,F2,D4,자체 진행,D3,2024-07-19,2024-07-01,-18,False
634,P3,DPBOM000001017,철의장,F2,D5,자체 진행,D3,2022-07-05,2022-06-17,-18,False
635,P3,DPBOM000001018,가공,F2,D2,자체 진행,D3,2022-10-08,2022-09-21,-17,False
636,P3,DPBOM000001573,가공,F2,D2,자체 진행,D3,2022-09-29,2022-09-03,-26,False
638,P3,DPBOM000001575,가공,F4,D7,자체 진행,D3,2022-08-17,2022-08-03,-14,False
639,P3,DPBOM000001576,가공,F2,D2,자체 진행,D3,2024-04-20,2024-03-28,-23,False
641,P3,DPBOM000001578,가공,F4,D7,자체 진행,D3,2023-01-12,2023-01-11,-1,False
643,P3,DPBOM000001580,가공,F4,D7,자체 진행,D3,2023-05-13,2023-04-26,-17,False
644,P3,DPBOM000001581,도장,F1,D1,자체 진행,D1,2022-06-13,2022-05-31,-13,False
645,P3,DPBOM000001582,가공,F2,D2,자체 진행,D3,2023-10-19,2023-09-22,-27,False
646,P3,DPBOM000001583,족장,F3,D3,D6,D4,2023-08-20,2023-08-18,-2,False
647,P3,DPBOM000001584,재마킹,F4,D6,자체 진행,D3,2022-06-26,2022-06-21,-5,False
648,P3,DPBOM000001585,의장,F1,D8,자체 진행,D1,2022-09-09,2022-08-14,-26,False
649,P3,DPBOM000001586,공작,F2,D4,자체 진행,D3,2024-03-27,2024-03-06,-21,False
650,P3,DPBOM000001587,철의장,F2,D5,자체 진행,D3,2023-02-28,2023-02-24,-4,False
651,P3,DPBOM000001588,가공,F2,D2,자체 진행,D3,2023-03-03,2023-02-07,-24,False
652,P3,DPBOM000001589,가공,F2,D2,자체 진행,D3,2022-10-08,2022-09-24,-14,False
653,P3,DPBOM000001590,가공,F4,D7,자체 진행,D3,2022-11-08,2022-10-17,-22,False
654,P3,DPBOM000001591,가공,F2,D2,자체 진행,D3,2023-11-16,2023-11-03,-13,False
655,P3,DPBOM000001592,가공,F2,D2,자체 진행,D3,2024-02-07,2024-02-01,-6,False
657,P3,DPBOM000001594,가공,F4,D7,자체 진행,D3,2022-06-20,2022-06-26,6,True
659,P3,DPBOM000001596,가공,F4,D7,자체 진행,D3,2021-10-07,2021-09-19,-18,False
661,P3,DPBOM000001598,가공,F4,D7,자체 진행,D3,2024-03-02,2024-02-06,-25,False
662,P3,DPBOM000001020,도장,F1,D1,자체 진행,D1,2022-03-09,2022-02-18,-19,False
663,P3,DPBOM000000399,가공,F2,D2,자체 진행,D3,2023-06-23,2023-05-31,-23,False
664,P3,DPBOM000000400,족장,F3,D3,D6,D4,2022-01-30,2022-01-18,-12,False
665,P3,DPBOM000001021,재마킹,F4,D6,자체 진행,D3,2024-05-14,2024-04-28,-16,False
666,P3,DPBOM000000401,의장,F1,D8,자체 진행,D1,2022-04-15,2022-04-12,-3,False
667,P3,DPBOM000000402,공작,F2,D4,자체 진행,D3,2022-01-31,2022-01-02,-29,False
668,P3,DPBOM000000403,철의장,F2,D5,자체 진행,D3,2021-10-18,2021-10-10,-8,False
669,P3,DPBOM000000404,가공,F2,D2,자체 진행,D3,2022-01-21,2021-12-27,-25,False
671,P3,DPBOM000001022,가공,F4,D7,자체 진행,D3,2024-07-12,2024-07-01,-11,False
672,P3,DPBOM000001023,도장,F1,D1,자체 진행,D1,2023-06-13,2023-06-12,-1,False
673,P3,DPBOM000001024,가공,F2,D2,자체 진행,D3,2023-07-12,2023-07-08,-4,False
674,P3,DPBOM000001025,족장,F3,D3,D6,D4,2022-10-08,2022-09-26,-12,False
675,P3,DPBOM000001026,재마킹,F4,D6,자체 진행,D3,2024-01-24,2024-01-16,-8,False
676,P3,DPBOM000001600,의장,F1,D8,자체 진행,D1,2021-10-02,2021-09-09,-23,False
677,P3,DPBOM000001027,공작,F2,D4,자체 진행,D3,2023-06-05,2023-06-04,-1,False
678,P3,DPBOM000001028,철의장,F2,D5,자체 진행,D3,2023-11-27,2023-11-22,-5,False
679,P3,DPBOM000001029,가공,F2,D2,자체 진행,D3,2022-06-27,2022-05-29,-29,False
681,P3,DPBOM000001030,가공,F4,D7,자체 진행,D3,2023-01-19,2023-01-05,-14,False
682,P3,DPBOM000001031,가공,F2,D2,자체 진행,D3,2022-04-26,2022-05-27,31,True
684,P3,DPBOM000001603,가공,F4,D7,자체 진행,D3,2024-06-10,2024-05-15,-26,False
685,P3,DPBOM000001034,도장,F1,D1,자체 진행,D1,2024-01-11,2023-12-25,-17,False
686,P3,DPBOM000000413,가공,F2,D2,자체 진행,D3,2023-07-02,2023-06-10,-22,False
687,P3,DPBOM000000414,족장,F3,D3,D6,D4,2024-07-06,2024-06-08,-28,False
688,P3,DPBOM000001035,재마킹,F4,D6,자체 진행,D3,2021-12-15,2021-12-01,-14,False
689,P3,DPBOM000000416,공작,F2,D4,자체 진행,D3,2023-06-29,2023-06-11,-18,False
690,P3,DPBOM000000417,철의장,F2,D5,자체 진행,D3,2021-12-23,2021-12-21,-2,False
691,P3,DPBOM000000418,가공,F2,D2,자체 진행,D3,2023-08-17,2023-09-12,26,True
693,P3,DPBOM000001036,가공,F4,D7,자체 진행,D3,2022-07-18,2022-06-30,-18,False
694,P3,DPBOM000001037,도장,F1,D1,자체 진행,D1,2022-05-15,2022-04-23,-22,False
695,P3,DPBOM000001038,가공,F2,D2,자체 진행,D3,2023-10-03,2023-09-24,-9,False
696,P3,DPBOM000001039,족장,F3,D3,D6,D4,2022-03-31,2022-03-28,-3,False
697,P3,DPBOM000001040,재마킹,F4,D6,자체 진행,D3,2024-04-01,2024-03-20,-12,False
698,P3,DPBOM000001042,공작,F2,D4,자체 진행,D3,2021-11-18,2021-11-10,-8,False
699,P3,DPBOM000001043,철의장,F2,D5,자체 진행,D3,2023-02-14,2023-01-20,-25,False
700,P3,DPBOM000001044,가공,F2,D2,자체 진행,D3,2024-02-04,2024-01-25,-10,False
702,P3,DPBOM000001045,가공,F4,D7,자체 진행,D3,2022-09-20,2022-08-29,-22,False
703,P3,DPBOM000001046,가공,F2,D2,자체 진행,D3,2021-12-10,2021-11-11,-29,False
704,P3,DPBOM000001606,가공,F4,D7,자체 진행,D3,2022-08-24,2022-07-30,-25,False
705,P3,DPBOM000001607,가공,F2,D2,자체 진행,D3,2022-03-25,2022-03-13,-12,False
707,P3,DPBOM000001609,가공,F4,D7,자체 진행,D3,2022-04-25,2022-04-11,-14,False
708,P3,DPBOM000001610,도장,F1,D1,자체 진행,D1,2021-12-15,2021-12-10,-5,False
709,P3,DPBOM000001611,가공,F2,D2,자체 진행,D3,2023-04-29,2023-04-17,-12,False
710,P3,DPBOM000001612,재마킹,F4,D6,자체 진행,D3,2022-05-18,2022-05-16,-2,False
711,P3,DPBOM000001613,공작,F2,D4,자체 진행,D3,2023-12-09,2023-11-15,-24,False
712,P3,DPBOM000001614,철의장,F2,D5,자체 진행,D3,2024-02-10,2024-01-15,-26,False
713,P3,DPBOM000001615,가공,F2,D2,자체 진행,D3,2021-12-01,2021-11-04,-27,False
715,P3,DPBOM000001617,가공,F4,D7,자체 진행,D3,2022-05-01,2022-04-20,-11,False
717,P3,DPBOM000001619,가공,F4,D7,자체 진행,D3,2021-09-30,2021-09-26,-4,False
718,P3,DPBOM000001050,도장,F1,D1,자체 진행,D1,2023-11-06,2023-10-18,-19,False
719,P3,DPBOM000001051,가공,F2,D2,자체 진행,D3,2024-02-25,2024-02-18,-7,False
720,P3,DPBOM000001052,족장,F3,D3,D6,D4,2022-09-08,2022-09-06,-2,False
721,P3,DPBOM000001053,재마킹,F4,D6,자체 진행,D3,2022-08-07,2022-08-01,-6,False
722,P3,DPBOM000001055,공작,F2,D4,자체 진행,D3,2022-10-26,2022-09-30,-26,False
723,P3,DPBOM000001056,철의장,F2,D5,자체 진행,D3,2021-10-31,2021-10-02,-29,False
724,P3,DPBOM000001057,가공,F2,D2,자체 진행,D3,2024-05-25,2024-04-30,-25,False
726,P3,DPBOM000001058,가공,F4,D7,자체 진행,D3,2024-06-30,2024-06-28,-2,False
727,P3,DPBOM000001065,도장,F1,D1,자체 진행,D1,2022-11-07,2022-10-25,-13,False
728,P3,DPBOM000001066,가공,F2,D2,자체 진행,D3,2023-05-21,2023-05-20,-1,False
729,P3,DPBOM000001621,족장,F3,D3,D6,D4,2022-10-11,2022-10-02,-9,False
730,P3,DPBOM000001067,재마킹,F4,D6,자체 진행,D3,2023-11-03,2023-10-16,-18,False
731,P3,DPBOM000001069,공작,F2,D4,자체 진행,D3,2022-05-25,2022-05-17,-8,False
732,P3,DPBOM000001070,철의장,F2,D5,자체 진행,D3,2021-11-01,2021-10-08,-24,False
733,P3,DPBOM000001071,가공,F2,D2,자체 진행,D3,2023-11-01,2023-10-18,-14,False
735,P3,DPBOM000001072,가공,F4,D7,자체 진행,D3,2024-01-12,2023-12-30,-13,False
736,P3,DPBOM000001623,가공,F2,D2,자체 진행,D3,2021-11-26,2021-11-25,-1,False
737,P3,DPBOM000001624,가공,F4,D7,자체 진행,D3,2024-03-30,2024-03-16,-14,False
738,P3,DPBOM000001625,도장,F1,D1,자체 진행,D1,2022-09-23,2022-08-30,-24,False
739,P3,DPBOM000001626,가공,F2,D2,자체 진행,D3,2022-03-24,2022-03-19,-5,False
740,P3,DPBOM000001627,재마킹,F4,D6,자체 진행,D3,2024-04-17,2024-04-08,-9,False
741,P3,DPBOM000001628,공작,F2,D4,자체 진행,D3,2022-06-04,2022-06-02,-2,False
742,P3,DPBOM000001629,철의장,F2,D5,자체 진행,D3,2021-12-03,2021-11-05,-28,False
743,P3,DPBOM000001630,가공,F2,D2,자체 진행,D3,2023-04-23,2023-04-03,-20,False
745,P3,DPBOM000001632,가공,F4,D7,자체 진행,D3,2023-01-26,2023-01-16,-10,False
747,P3,DPBOM000001634,가공,F4,D7,자체 진행,D3,2022-11-14,2022-10-21,-24,False
748,P3,DPBOM000001635,도장,F1,D1,자체 진행,D1,2023-03-09,2023-02-28,-9,False
749,P3,DPBOM000001636,가공,F2,D2,자체 진행,D3,2023-03-12,2023-02-11,-29,False
750,P3,DPBOM000001637,공작,F2,D4,자체 진행,D3,2023-11-18,2023-11-08,-10,False
751,P3,DPBOM000001638,철의장,F2,D5,자체 진행,D3,2024-07-04,2024-06-18,-16,False
752,P3,DPBOM000001639,도장,F1,D1,자체 진행,D1,2024-02-06,2024-01-08,-29,False
753,P3,DPBOM000001640,가공,F2,D2,자체 진행,D3,2023-07-23,2023-07-19,-4,False
754,P3,DPBOM000001641,공작,F2,D4,자체 진행,D3,2022-11-17,2022-11-06,-11,False
755,P3,DPBOM000001642,철의장,F2,D5,자체 진행,D3,2022-01-22,2022-01-05,-17,False
756,P3,DPBOM000001083,도장,F1,D1,자체 진행,D1,2023-12-10,2023-11-27,-13,False
757,P3,DPBOM000000447,가공,F2,D2,자체 진행,D3,2024-02-14,2024-02-10,-4,False
758,P3,DPBOM000000448,족장,F3,D3,D6,D4,2022-12-04,2022-11-21,-13,False
759,P3,DPBOM000000449,재마킹,F4,D6,자체 진행,D3,2022-08-05,2022-08-01,-4,False
760,P3,DPBOM000000451,의장,F1,D8,자체 진행,D1,2023-03-19,2023-02-19,-28,False
761,P3,DPBOM000000452,공작,F2,D4,자체 진행,D3,2024-06-14,2024-05-18,-27,False
762,P3,DPBOM000000453,철의장,F2,D5,자체 진행,D3,2021-09-23,2021-08-29,-25,False
763,P3,DPBOM000000454,가공,F2,D2,자체 진행,D3,2022-11-16,2022-10-28,-19,False
765,P3,DPBOM000001644,가공,F4,D7,자체 진행,D3,2024-08-20,2024-08-11,-9,False
766,P3,DPBOM000001085,가공,F2,D2,자체 진행,D3,2024-07-22,2024-06-30,-22,False
768,P3,DPBOM000001646,가공,F4,D7,자체 진행,D3,2021-12-23,2021-12-19,-4,False
769,P3,DPBOM000001086,도장,F1,D1,자체 진행,D1,2024-08-03,2024-08-02,-1,False
770,P3,DPBOM000000455,가공,F2,D2,자체 진행,D3,2023-06-25,2023-06-21,-4,False
771,P3,DPBOM000000456,족장,F3,D3,D6,D4,2023-08-14,2023-07-17,-28,False
772,P3,DPBOM000000457,재마킹,F4,D6,자체 진행,D3,2022-06-19,2022-07-14,25,True
773,P3,DPBOM000000459,의장,F1,D8,자체 진행,D1,2023-07-15,2023-07-10,-5,False
774,P3,DPBOM000000460,공작,F2,D4,자체 진행,D3,2022-11-10,2022-10-19,-22,False
775,P3,DPBOM000000461,철의장,F2,D5,자체 진행,D3,2021-09-14,2021-08-29,-16,False
776,P3,DPBOM000000462,가공,F2,D2,자체 진행,D3,2024-08-06,2024-08-05,-1,False
778,P3,DPBOM000001648,가공,F4,D7,자체 진행,D3,2022-12-19,2022-11-29,-20,False
779,P3,DPBOM000001649,가공,F2,D2,자체 진행,D3,2022-12-15,2022-12-05,-10,False
781,P3,DPBOM000001651,가공,F4,D7,자체 진행,D3,2023-09-12,2023-09-01,-11,False
782,P3,DPBOM000001088,도장,F1,D1,자체 진행,D1,2021-09-28,2021-09-12,-16,False
783,P3,DPBOM000001089,가공,F2,D2,자체 진행,D3,2022-07-05,2022-06-11,-24,False
784,P3,DPBOM000001090,족장,F3,D3,D6,D4,2024-06-07,2024-06-06,-1,False
785,P3,DPBOM000001091,재마킹,F4,D6,자체 진행,D3,2022-05-06,2022-04-13,-23,False
786,P3,DPBOM000000463,의장,F1,D8,자체 진행,D1,2023-12-06,2023-11-22,-14,False
787,P3,DPBOM000001093,공작,F2,D4,자체 진행,D3,2022-04-29,2022-04-09,-20,False
788,P3,DPBOM000000464,철의장,F2,D5,자체 진행,D3,2024-07-22,2024-07-07,-15,False
789,P3,DPBOM000001094,가공,F2,D2,자체 진행,D3,2023-09-05,2023-08-18,-18,False
791,P3,DPBOM000001653,가공,F4,D7,자체 진행,D3,2023-12-06,2023-11-27,-9,False
792,P3,DPBOM000001654,가공,F2,D2,자체 진행,D3,2023-06-16,2023-06-03,-13,False
794,P3,DPBOM000001656,가공,F4,D7,자체 진행,D3,2022-05-04,2022-04-21,-13,False
795,P3,DPBOM000001657,도장,F1,D1,자체 진행,D1,2022-01-10,2022-01-06,-4,False
796,P3,DPBOM000001658,가공,F2,D2,자체 진행,D3,2021-10-13,2021-09-23,-20,False
797,P3,DPBOM000001659,족장,F3,D3,D6,D4,2022-11-27,2022-11-20,-7,False
798,P3,DPBOM000001660,재마킹,F4,D6,자체 진행,D3,2023-10-19,2023-10-30,11,True
799,P3,DPBOM000000465,의장,F1,D8,자체 진행,D1,2021-10-26,2021-10-21,-5,False
800,P3,DPBOM000001661,공작,F2,D4,자체 진행,D3,2023-01-14,2022-12-25,-20,False
801,P3,DPBOM000000466,철의장,F2,D5,자체 진행,D3,2022-08-30,2022-08-23,-7,False
802,P3,DPBOM000001662,가공,F2,D2,자체 진행,D3,2023-06-24,2023-06-14,-10,False
804,P3,DPBOM000001664,가공,F4,D7,자체 진행,D3,2022-01-17,2022-01-09,-8,False
805,P3,DPBOM000001665,가공,F2,D2,자체 진행,D3,2023-05-15,2023-04-18,-27,False
807,P3,DPBOM000001667,가공,F4,D7,자체 진행,D3,2023-01-30,2023-01-08,-22,False
808,P3,DPBOM000001668,도장,F1,D1,자체 진행,D1,2023-02-10,2023-01-20,-21,False
809,P3,DPBOM000001669,가공,F2,D2,자체 진행,D3,2023-02-23,2023-02-02,-21,False
810,P3,DPBOM000001670,족장,F3,D3,D6,D4,2022-02-14,2022-02-02,-12,False
811,P3,DPBOM000001671,재마킹,F4,D6,자체 진행,D3,2024-02-12,2024-01-18,-25,False
813,P3,DPBOM000001673,가공,F4,D7,자체 진행,D3,2024-03-17,2024-02-20,-26,False
814,P3,DPBOM000000467,의장,F1,D8,자체 진행,D1,2022-10-10,2022-10-06,-4,False
815,P3,DPBOM000001674,공작,F2,D4,자체 진행,D3,2023-05-26,2023-05-09,-17,False
816,P3,DPBOM000000468,철의장,F2,D5,자체 진행,D3,2023-04-14,2023-03-20,-25,False
817,P3,DPBOM000001675,가공,F2,D2,자체 진행,D3,2022-05-22,2022-04-28,-24,False
818,P3,DPBOM000001676,가공,F2,D2,자체 진행,D3,2023-10-03,2023-09-28,-5,False
819,P3,DPBOM000001677,도장,F1,D1,자체 진행,D1,2022-12-21,2022-12-11,-10,False
820,P3,DPBOM000001678,가공,F2,D2,자체 진행,D3,2022-08-28,2022-08-18,-10,False
821,P3,DPBOM000001679,족장,F3,D3,D6,D4,2024-05-09,2024-04-20,-19,False
822,P3,DPBOM000001680,재마킹,F4,D6,자체 진행,D3,2022-11-24,2022-12-15,21,True
824,P3,DPBOM000001682,가공,F4,D7,자체 진행,D3,2023-08-04,2023-07-24,-11,False
825,P3,DPBOM000000469,의장,F1,D8,자체 진행,D1,2023-04-27,2023-04-09,-18,False
826,P3,DPBOM000001683,공작,F2,D4,자체 진행,D3,2023-11-15,2023-10-20,-26,False
827,P3,DPBOM000000470,철의장,F2,D5,자체 진행,D3,2022-10-16,2022-10-13,-3,False
828,P3,DPBOM000001684,가공,F2,D2,자체 진행,D3,2022-02-17,2022-01-26,-22,False
829,P3,DPBOM000001685,가공,F2,D2,자체 진행,D3,2023-04-30,2023-04-17,-13,False
830,P3,DPBOM000001686,가공,F2,D2,자체 진행,D3,2023-11-15,2023-10-27,-19,False
831,P3,DPBOM000001687,도장,F1,D1,자체 진행,D1,2022-09-02,2022-08-16,-17,False
832,P3,DPBOM000001688,가공,F2,D2,자체 진행,D3,2024-07-07,2024-06-09,-28,False
833,P3,DPBOM000001689,족장,F3,D3,D6,D4,2024-01-26,2024-01-04,-22,False
834,P3,DPBOM000001690,재마킹,F4,D6,자체 진행,D3,2022-12-27,2022-12-09,-18,False
835,P3,DPBOM000001691,의장,F1,D8,자체 진행,D1,2023-11-26,2023-11-20,-6,False
836,P3,DPBOM000001692,공작,F2,D4,자체 진행,D3,2022-10-03,2022-09-28,-5,False
837,P3,DPBOM000001693,철의장,F2,D5,자체 진행,D3,2022-10-26,2022-10-15,-11,False
838,P3,DPBOM000001694,가공,F2,D2,자체 진행,D3,2023-07-12,2023-06-22,-20,False
840,P3,DPBOM000001696,가공,F4,D7,자체 진행,D3,2021-12-24,2021-12-02,-22,False
841,P3,DPBOM000001697,가공,F2,D2,자체 진행,D3,2021-09-30,2021-09-02,-28,False
843,P3,DPBOM000001699,가공,F4,D7,자체 진행,D3,2023-10-09,2023-09-30,-9,False
844,P3,DPBOM000001700,도장,F1,D1,자체 진행,D1,2022-06-16,2022-06-02,-14,False
845,P3,DPBOM000001701,가공,F2,D2,자체 진행,D3,2022-05-23,2022-04-26,-27,False
846,P3,DPBOM000001702,족장,F3,D3,D6,D4,2022-01-14,2022-01-12,-2,False
847,P3,DPBOM000001703,재마킹,F4,D6,자체 진행,D3,2022-08-02,2022-07-04,-29,False
848,P3,DPBOM000001704,의장,F1,D8,자체 진행,D1,2022-12-07,2022-11-30,-7,False
849,P3,DPBOM000001705,공작,F2,D4,자체 진행,D3,2023-12-01,2023-11-25,-6,False
850,P3,DPBOM000001706,철의장,F2,D5,자체 진행,D3,2023-01-27,2023-01-10,-17,False
851,P3,DPBOM000001707,가공,F2,D2,자체 진행,D3,2023-07-01,2023-06-18,-13,False
853,P3,DPBOM000001709,가공,F4,D7,자체 진행,D3,2024-05-28,2024-05-20,-8,False
854,P3,DPBOM000001710,가공,F2,D2,자체 진행,D3,2023-07-15,2023-06-23,-22,False
856,P3,DPBOM000001712,가공,F4,D7,자체 진행,D3,2022-02-13,2022-02-02,-11,False
857,P3,DPBOM000001153,도장,F1,D1,자체 진행,D1,2023-01-29,2023-01-11,-18,False
858,P3,DPBOM000001713,족장,F3,D3,D6,D4,2022-05-08,2022-05-06,-2,False
859,P3,DPBOM000000577,철의장,F7,D5,자체 진행,D3,2022-03-14,2022-03-13,-1,False
860,P3,DPBOM000001714,도장,F1,D1,자체 진행,D1,2022-09-25,2022-09-13,-12,False
861,P3,DPBOM000001715,족장,F3,D3,D6,D4,2022-01-23,2022-01-06,-17,False
862,P3,DPBOM000001163,도장,F1,D1,자체 진행,D1,2024-06-16,2024-06-05,-11,False
863,P3,DPBOM000001716,도장,F1,D1,자체 진행,D1,2023-08-17,2023-08-12,-5,False
864,P3,DPBOM000001717,도장,F1,D1,자체 진행,D1,2024-04-27,2024-04-11,-16,False
865,P3,DPBOM000001169,도장,F1,D1,자체 진행,D1,2024-08-28,2024-08-04,-24,False
866,P3,DPBOM000001718,도장,F1,D1,자체 진행,D1,2021-11-20,2021-11-14,-6,False
867,P3,DPBOM000001174,도장,F1,D1,자체 진행,D1,2022-06-09,2022-05-18,-22,False
868,P3,DPBOM000001175,도장,F1,D1,자체 진행,D1,2024-01-05,2023-12-11,-25,False
869,P3,DPBOM000001176,도장,F1,D1,자체 진행,D1,2022-03-30,2022-03-24,-6,False
870,P3,DPBOM000001181,도장,F1,D1,자체 진행,D1,2024-06-11,2024-06-04,-7,False
871,P3,DPBOM000001719,도장,F1,D1,자체 진행,D1,2021-12-10,2021-12-02,-8,False
872,P3,DPBOM000001720,도장,F1,D1,자체 진행,D1,2024-03-25,2024-03-15,-10,False
873,P3,DPBOM000001721,도장,F1,D1,자체 진행,D1,2023-09-01,2023-08-03,-29,False
874,P3,DPBOM000001722,도장,F1,D1,자체 진행,D1,2023-11-09,2023-11-08,-1,False
875,P3,DPBOM000001189,도장,F1,D1,자체 진행,D1,2022-11-30,2022-11-27,-3,False
876,P3,DPBOM000001723,도장,F1,D1,자체 진행,D1,2024-05-25,2024-04-27,-28,False
877,P3,DPBOM000001724,가공,F6,D2,자체 진행,D3,2023-04-04,2023-03-21,-14,False
878,P3,DPBOM000001725,공작,F6,D4,자체 진행,D3,2023-02-24,2023-02-11,-13,False
879,P3,DPBOM000001726,도장,F1,D1,자체 진행,D1,2024-05-04,2024-04-15,-19,False
880,P3,DPBOM000001727,가공,F6,D2,자체 진행,D3,2023-09-26,2023-09-12,-14,False
881,P3,DPBOM000001728,공작,F6,D4,자체 진행,D3,2024-08-18,2024-08-12,-6,False
882,P3,DPBOM000001729,도장,F1,D1,자체 진행,D1,2023-09-12,2023-08-23,-20,False
883,P3,DPBOM000001730,가공,F6,D2,자체 진행,D3,2024-07-15,2024-06-18,-27,False
884,P3,DPBOM000001731,공작,F6,D4,자체 진행,D3,2021-11-25,2021-11-21,-4,False
885,P3,DPBOM000001732,도장,F1,D1,자체 진행,D1,2023-12-18,2023-12-15,-3,False
886,P3,DPBOM000001733,가공,F6,D2,자체 진행,D3,2024-01-04,2023-12-15,-20,False
887,P3,DPBOM000001734,공작,F6,D4,자체 진행,D3,2024-05-26,2024-05-03,-23,False
888,P3,DPBOM000001735,도장,F1,D1,자체 진행,D1,2024-04-21,2024-04-06,-15,False
889,P3,DPBOM000001736,가공,F6,D2,자체 진행,D3,2022-12-05,2022-11-06,-29,False
890,P3,DPBOM000001737,공작,F6,D4,자체 진행,D3,2022-03-10,2022-02-23,-15,False
891,P3,DPBOM000001738,도장,F1,D1,자체 진행,D1,2021-12-01,2021-11-23,-8,False
892,P3,DPBOM000001739,가공,F6,D2,자체 진행,D3,2022-12-13,2022-11-20,-23,False
893,P3,DPBOM000001740,공작,F6,D4,자체 진행,D3,2023-11-30,2023-11-09,-21,False
894,P3,DPBOM000001741,도장,F1,D1,자체 진행,D1,2023-10-06,2023-10-22,16,True
895,P3,DPBOM000001742,가공,F6,D2,자체 진행,D3,2024-05-05,2024-04-12,-23,False
896,P3,DPBOM000001743,공작,F6,D4,자체 진행,D3,2021-09-10,2021-11-03,54,True
897,P3,DPBOM000001744,도장,F1,D1,자체 진행,D1,2022-05-28,2022-05-01,-27,False
898,P3,DPBOM000001745,가공,F6,D2,자체 진행,D3,2023-03-04,2023-02-11,-21,False
899,P3,DPBOM000001746,공작,F6,D4,자체 진행,D3,2022-09-14,2022-08-22,-23,False
900,P3,DPBOM000001747,도장,F1,D1,자체 진행,D1,2022-05-19,2022-04-20,-29,False
901,P3,DPBOM000001748,가공,F6,D2,자체 진행,D3,2023-05-05,2023-04-12,-23,False
902,P3,DPBOM000001749,공작,F6,D4,자체 진행,D3,2022-08-07,2022-07-26,-12,False
903,P3,DPBOM000001750,도장,F1,D1,자체 진행,D1,2022-01-05,2021-12-07,-29,False
904,P3,DPBOM000001751,가공,F6,D2,자체 진행,D3,2024-01-20,2024-01-07,-13,False
905,P3,DPBOM000001752,공작,F6,D4,자체 진행,D3,2023-05-18,2023-05-11,-7,False
906,P3,DPBOM000001753,도장,F1,D1,자체 진행,D1,2023-11-04,2023-11-03,-1,False
907,P3,DPBOM000001754,가공,F6,D2,자체 진행,D3,2022-04-27,2022-04-05,-22,False
908,P3,DPBOM000001755,공작,F6,D4,자체 진행,D3,2022-03-30,2022-03-28,-2,False
909,P3,DPBOM000001756,도장,F1,D1,자체 진행,D1,2022-10-28,2022-10-25,-3,False
910,P3,DPBOM000001757,가공,F6,D2,자체 진행,D3,2023-02-15,2023-01-23,-23,False
911,P3,DPBOM000001758,공작,F6,D4,자체 진행,D3,2022-06-10,2022-05-28,-13,False
912,P3,DPBOM000001759,도장,F1,D1,자체 진행,D1,2023-09-16,2023-09-01,-15,False
913,P3,DPBOM000001760,가공,F6,D2,자체 진행,D3,2023-06-30,2023-06-02,-28,False
914,P3,DPBOM000001761,공작,F6,D4,자체 진행,D3,2024-01-06,2023-12-24,-13,False
915,P3,DPBOM000001762,도장,F1,D1,자체 진행,D1,2024-05-08,2024-07-05,58,True
916,P3,DPBOM000001763,가공,F6,D2,자체 진행,D3,2023-12-21,2023-11-30,-21,False
917,P3,DPBOM000001764,공작,F6,D4,자체 진행,D3,2023-12-16,2023-12-15,-1,False
918,P3,DPBOM000001765,도장,F1,D1,자체 진행,D1,2021-11-08,2021-10-21,-18,False
919,P3,DPBOM000001766,가공,F6,D2,자체 진행,D3,2024-01-19,2024-01-11,-8,False
920,P3,DPBOM000001767,공작,F6,D4,자체 진행,D3,2022-12-01,2022-11-28,-3,False
921,P3,DPBOM000001768,도장,F1,D1,자체 진행,D1,2022-02-25,2022-01-30,-26,False
922,P3,DPBOM000001769,가공,F6,D2,자체 진행,D3,2023-11-09,2023-10-19,-21,False
923,P3,DPBOM000001770,공작,F6,D4,자체 진행,D3,2024-05-09,2024-04-25,-14,False
924,P3,DPBOM000001771,도장,F1,D1,자체 진행,D1,2023-05-12,2023-05-08,-4,False
925,P3,DPBOM000001772,가공,F6,D2,자체 진행,D3,2024-05-27,2024-05-16,-11,False
926,P3,DPBOM000001773,공작,F6,D4,자체 진행,D3,2023-02-12,2023-01-16,-27,False
927,P3,DPBOM000001774,도장,F1,D1,자체 진행,D1,2024-04-15,2024-04-07,-8,False
928,P3,DPBOM000001775,가공,F6,D2,자체 진행,D3,2023-11-27,2023-11-18,-9,False
929,P3,DPBOM000001776,공작,F6,D4,자체 진행,D3,2023-05-26,2023-05-19,-7,False
930,P3,DPBOM000001777,도장,F1,D1,자체 진행,D1,2022-04-24,2022-04-03,-21,False
931,P3,DPBOM000001778,가공,F6,D2,자체 진행,D3,2023-01-05,2022-12-17,-19,False
