No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적,일정 차이,일정 준수 여부
1101,DPBOM000007375,계획,F4,자체 진행,D6,2023-04-09,2023-03-17,-23,False
1102,DPBOM000000104,계획,F3,자체 진행,D5,2021-12-04,2021-11-24,-10,False
1103,DPBOM000002131,의장(설치),F5,자체 진행,D7,2023-02-10,2023-01-23,-18,False
1104,DPBOM000000318,철의장,F5,자체 진행,D7,2023-03-28,2023-03-23,-5,False
1105,DPBOM000007379,의장(설치),F3,자체 진행,D5,2022-11-08,2022-10-27,-12,False
1106,DPBOM000007380,제작,F3,자체 진행,D5,2024-01-25,2024-01-18,-7,False
1107,DPBOM000002133,의장(설치),F5,자체 진행,D7,2021-12-03,2021-11-05,-28,False
1108,DPBOM000000382,철의장,F5,자체 진행,D7,2023-01-17,2022-12-31,-17,False
1109,DPBOM000007383,의장(설치),F3,자체 진행,D5,2023-03-02,2023-02-01,-29,False
1110,DPBOM000007384,제작,F3,자체 진행,D5,2022-03-30,2022-03-19,-11,False
1111,DPBOM000007385,계획,F5,자체 진행,D7,2021-12-15,2021-11-27,-18,False
1112,DPBOM000007386,계획,F4,자체 진행,D6,2024-02-06,2024-01-30,-7,False
1113,DPBOM000007387,계획,F3,자체 진행,D5,2024-01-06,2023-12-28,-9,False
1114,DPBOM000007388,의장(설치),F8,자체 진행,D5,2022-07-02,2022-06-18,-14,False
1115,DPBOM000007389,의장(설치),F5,자체 진행,D7,2021-10-28,2021-11-21,24,True
1116,DPBOM000007390,철의장,F5,자체 진행,D7,2022-01-08,2022-01-05,-3,False
1117,DPBOM000007391,의장(설치),F8,자체 진행,D5,2024-07-29,2024-07-01,-28,False
1118,DPBOM000007392,의장(설치),F5,자체 진행,D7,2021-12-19,2021-12-09,-10,False
1119,DPBOM000007393,철의장,F5,자체 진행,D7,2021-12-28,2021-11-29,-29,False
1120,DPBOM000007394,의장(설치),F3,자체 진행,D5,2023-02-21,2023-02-13,-8,False
1121,DPBOM000007395,제작,F3,자체 진행,D5,2024-05-23,2024-05-02,-21,False
1122,DPBOM000007396,Supp 제작,F3,자체 진행,D5,2022-11-09,2022-11-28,19,True
1123,DPBOM000007397,의장(설치),F3,자체 진행,D5,2023-08-28,2023-08-01,-27,False
1124,DPBOM000007398,제작,F3,자체 진행,D5,2021-11-16,2021-11-04,-12,False
1125,DPBOM000007399,Supp 제작,F3,자체 진행,D5,2024-06-02,2024-05-15,-18,False
1126,DPBOM000007400,의장(설치),F5,자체 진행,D7,2023-06-19,2023-06-04,-15,False
1127,DPBOM000007401,의장(설치),F5,자체 진행,D7,2021-12-28,2021-12-09,-19,False
1128,DPBOM000007402,철의장,F5,자체 진행,D7,2022-01-28,2022-01-24,-4,False
1129,DPBOM000007403,계획,F5,자체 진행,D7,2022-09-07,2022-08-27,-11,False
1130,DPBOM000007404,계획,F4,자체 진행,D6,2022-03-01,2022-02-01,-28,False
1131,DPBOM000007405,계획,F3,자체 진행,D5,2024-03-21,2024-03-05,-16,False
1132,DPBOM000007406,의장,F1,자체 진행,D3,2024-05-01,2024-04-19,-12,False
1133,DPBOM000007407,의장,F4,자체 진행,D6,2024-07-03,2024-06-04,-29,False
1134,DPBOM000007408,철의장,F4,자체 진행,D6,2023-02-27,2023-02-10,-17,False
1135,DPBOM000007409,의장(설치),F8,자체 진행,D5,2023-04-05,2023-04-09,4,True
1136,DPBOM000007410,의장(설치),F5,자체 진행,D7,2024-08-20,2024-07-27,-24,False
1137,DPBOM000007411,철의장,F5,자체 진행,D7,2022-01-27,2022-01-18,-9,False
1138,DPBOM000007412,의장(설치),F4,자체 진행,D6,2024-02-29,2024-02-20,-9,False
1139,DPBOM000007413,의장(설치),F3,자체 진행,D5,2023-10-07,2023-10-02,-5,False
1140,DPBOM000007414,제작,F3,자체 진행,D5,2024-08-01,2024-07-12,-20,False
1141,DPBOM000007415,Supp 제작,F3,자체 진행,D5,2023-03-26,2023-03-06,-20,False
1142,DPBOM000007416,의장(설치),F3,자체 진행,D5,2022-06-18,2022-06-15,-3,False
1143,DPBOM000007417,제작,F3,자체 진행,D5,2022-04-10,2022-03-22,-19,False
1144,DPBOM000007418,제작,F3,자체 진행,D5,2024-06-01,2024-05-21,-11,False
1145,DPBOM000007419,Supp 제작,F3,자체 진행,D5,2022-11-13,2022-11-03,-10,False
1146,DPBOM000007420,의장(설치),F4,자체 진행,D6,2023-06-24,2023-06-01,-23,False
1147,DPBOM000007421,철의장,F4,자체 진행,D6,2022-08-27,2022-08-05,-22,False
1148,DPBOM000007422,의장(설치),F3,자체 진행,D5,2022-09-21,2022-09-13,-8,False
1149,DPBOM000007423,제작,F3,자체 진행,D5,2023-11-21,2023-11-01,-20,False
1150,DPBOM000007424,Supp 제작,F3,자체 진행,D5,2022-08-30,2022-08-24,-6,False
1151,DPBOM000007425,의장(설치),F3,자체 진행,D5,2024-05-30,2024-06-06,7,True
1152,DPBOM000007426,제작,F3,자체 진행,D5,2022-04-08,2022-03-31,-8,False
1153,DPBOM000007427,Supp 제작,F3,자체 진행,D5,2023-06-27,2023-06-21,-6,False
1154,DPBOM000004486,계획,F2,자체 진행,D4,2023-11-16,2023-11-07,-9,False
1155,DPBOM000004487,계획,F5,자체 진행,D7,2022-06-02,2022-05-08,-25,False
1156,DPBOM000000105,계획,F4,자체 진행,D6,2021-09-21,2021-08-31,-21,False
1157,DPBOM000000106,계획,F3,자체 진행,D5,2024-01-03,2023-12-07,-27,False
1158,DPBOM000002081,의장,F4,자체 진행,D6,2023-02-02,2023-01-21,-12,False
1159,DPBOM000007433,의장,F1,자체 진행,D3,2023-06-28,2023-06-13,-15,False
1160,DPBOM000000142,철의장,F4,자체 진행,D6,2024-08-03,2024-07-19,-15,False
1161,DPBOM000002091,의장(설치),F7,자체 진행,D4,2022-12-13,2022-12-10,-3,False
1162,DPBOM000000585,의장(설치),F8,자체 진행,D5,2022-02-27,2022-02-23,-4,False
1163,DPBOM000000701,철의장,F7,자체 진행,D4,2024-04-29,2024-04-21,-8,False
1164,DPBOM000000254,철의장,F8,자체 진행,D5,2024-01-17,2023-12-27,-21,False
1165,DPBOM000007439,의장(설치),F7,자체 진행,D4,2022-04-11,2022-03-30,-12,False
1166,DPBOM000002162,의장(설치),F5,자체 진행,D7,2023-08-17,2023-08-16,-1,False
1167,DPBOM000000256,철의장,F5,자체 진행,D7,2023-08-03,2023-07-06,-28,False
1168,DPBOM000007442,의장(설치),F4,자체 진행,D6,2023-09-24,2023-09-16,-8,False
1169,DPBOM000007443,의장(설치),F3,자체 진행,D5,2023-03-02,2023-02-07,-23,False
1170,DPBOM000000586,의장(설치),F3,자체 진행,D5,2024-05-18,2024-04-20,-28,False
1171,DPBOM000007445,의장(설치),F3,자체 진행,D5,2022-12-28,2022-12-06,-22,False
1172,DPBOM000000257,제작,F3,자체 진행,D5,2023-03-10,2023-03-07,-3,False
1173,DPBOM000007447,제작,F3,자체 진행,D5,2022-03-28,2022-03-07,-21,False
1174,DPBOM000000258,Supp 제작,F3,자체 진행,D5,2022-02-09,2022-01-24,-16,False
1175,DPBOM000007449,Supp 제작,F3,자체 진행,D5,2023-12-06,2023-11-14,-22,False
1176,DPBOM000007450,의장(설치),F2,자체 진행,D4,2022-09-26,2022-09-11,-15,False
1177,DPBOM000000587,의장(설치),F3,자체 진행,D5,2021-09-08,2021-08-24,-15,False
1178,DPBOM000000260,제작,F3,자체 진행,D5,2023-01-01,2022-12-04,-28,False
1179,DPBOM000007453,Supp 제작,F3,자체 진행,D5,2024-05-22,2024-04-28,-24,False
1180,DPBOM000000358,의장(설치),F3,자체 진행,D5,2022-11-06,2022-11-03,-3,False
1181,DPBOM000000185,제작,F3,자체 진행,D5,2023-04-11,2023-03-25,-17,False
1182,DPBOM000004514,Supp 제작,F3,자체 진행,D5,2023-05-30,2023-05-03,-27,False
1183,DPBOM000002095,의장(설치),F1,자체 진행,D3,2024-07-29,2024-07-12,-17,False
1184,DPBOM000002163,의장(설치),F4,자체 진행,D6,2023-05-13,2023-05-07,-6,False
1185,DPBOM000007459,철의장,F1,자체 진행,D3,2024-04-19,2024-03-26,-24,False
1186,DPBOM000000264,철의장,F4,자체 진행,D6,2022-08-29,2022-08-27,-2,False
1187,DPBOM000000588,의장(설치),F8,자체 진행,D5,2023-11-06,2023-11-03,-3,False
1188,DPBOM000000265,철의장,F8,자체 진행,D5,2024-01-26,2024-01-03,-23,False
1189,DPBOM000002164,의장(설치),F5,자체 진행,D7,2023-12-24,2023-12-14,-10,False
1190,DPBOM000000267,철의장,F5,자체 진행,D7,2022-07-31,2022-07-15,-16,False
1191,DPBOM000007465,의장(설치),F4,자체 진행,D6,2022-01-29,2022-01-22,-7,False
1192,DPBOM000004524,의장(설치),F3,자체 진행,D5,2021-11-12,2021-10-21,-22,False
1193,DPBOM000000589,의장(설치),F3,자체 진행,D5,2022-04-06,2022-03-29,-8,False
1194,DPBOM000007468,의장(설치),F3,자체 진행,D5,2022-05-08,2022-05-06,-2,False
1195,DPBOM000000268,제작,F3,자체 진행,D5,2023-10-10,2023-09-14,-26,False
1196,DPBOM000007470,제작,F3,자체 진행,D5,2021-10-07,2021-09-16,-21,False
1197,DPBOM000000269,Supp 제작,F3,자체 진행,D5,2022-12-02,2022-11-05,-27,False
1198,DPBOM000007472,Supp 제작,F3,자체 진행,D5,2023-08-08,2023-08-05,-3,False
1199,DPBOM000007473,의장(설치),F2,자체 진행,D4,2021-11-09,2021-11-02,-7,False
1200,DPBOM000000590,의장(설치),F3,자체 진행,D5,2021-11-06,2021-10-30,-7,False
1201,DPBOM000000271,제작,F3,자체 진행,D5,2021-10-20,2021-09-23,-27,False
1202,DPBOM000000359,의장(설치),F3,자체 진행,D5,2022-09-06,2022-08-23,-14,False
1203,DPBOM000000186,제작,F3,자체 진행,D5,2023-05-26,2023-05-20,-6,False
1204,DPBOM000004537,Supp 제작,F3,자체 진행,D5,2023-02-11,2023-01-19,-23,False
1205,DPBOM000002100,의장(설치),F1,자체 진행,D3,2022-01-30,2022-01-26,-4,False
1206,DPBOM000002165,의장(설치),F4,자체 진행,D6,2021-10-21,2021-10-17,-4,False
1207,DPBOM000000276,철의장,F4,자체 진행,D6,2024-03-26,2024-03-03,-23,False
1208,DPBOM000000462,의장(설치),F3,자체 진행,D5,2023-09-25,2023-09-05,-20,False
1209,DPBOM000000205,제작,F3,자체 진행,D5,2022-08-28,2022-08-13,-15,False
1210,DPBOM000007484,Supp 제작,F3,자체 진행,D5,2022-06-17,2022-06-10,-7,False
1211,DPBOM000000390,의장(설치),F3,자체 진행,D5,2023-12-01,2023-11-26,-5,False
1212,DPBOM000001536,제작,F3,자체 진행,D5,2024-07-14,2024-06-26,-18,False
1213,DPBOM000001537,Supp 제작,F3,자체 진행,D5,2022-09-30,2022-09-05,-25,False
1214,DPBOM000000464,의장(설치),F3,자체 진행,D5,2024-04-30,2024-04-17,-13,False
1215,DPBOM000000207,제작,F3,자체 진행,D5,2022-02-28,2022-02-10,-18,False
1216,DPBOM000007490,Supp 제작,F3,자체 진행,D5,2024-01-21,2024-01-04,-17,False
1217,DPBOM000007491,의장(설치),F3,자체 진행,D5,2023-03-14,2023-02-17,-25,False
1218,DPBOM000007492,제작,F3,자체 진행,D5,2022-09-21,2022-09-15,-6,False
1219,DPBOM000007493,Supp 제작,F3,자체 진행,D5,2023-12-22,2023-11-23,-29,False
1220,DPBOM000000391,의장(설치),F3,자체 진행,D5,2023-08-15,2023-07-28,-18,False
1221,DPBOM000000702,제작,F3,자체 진행,D5,2024-04-23,2024-03-27,-27,False
1222,DPBOM000000703,Supp 제작,F3,자체 진행,D5,2023-06-04,2023-05-08,-27,False
1223,DPBOM000007497,의장(설치),F2,자체 진행,D4,2024-06-03,2024-05-27,-7,False
1224,DPBOM000007498,의장(설치),F3,자체 진행,D5,2022-11-23,2022-10-26,-28,False
1225,DPBOM000007499,제작,F2,자체 진행,D4,2024-01-05,2023-12-21,-15,False
1226,DPBOM000007500,제작,F3,자체 진행,D5,2022-03-28,2022-03-27,-1,False
1227,DPBOM000007501,Supp 제작,F2,자체 진행,D4,2022-10-09,2022-09-15,-24,False
1228,DPBOM000007502,의장(설치),F2,자체 진행,D4,2024-01-29,2024-01-23,-6,False
1229,DPBOM000007503,의장(설치),F3,자체 진행,D5,2024-05-30,2024-05-13,-17,False
1230,DPBOM000007504,제작,F2,자체 진행,D4,2024-08-24,2024-08-23,-1,False
1231,DPBOM000007505,Supp 제작,F2,자체 진행,D4,2022-01-09,2021-12-15,-25,False
1232,DPBOM000007506,의장(설치),F5,자체 진행,D7,2024-08-31,2024-08-18,-13,False
1233,DPBOM000007507,의장(설치),F8,자체 진행,D5,2024-01-29,2024-01-05,-24,False
1234,DPBOM000007508,의장(설치),F5,자체 진행,D7,2022-05-17,2022-04-22,-25,False
1235,DPBOM000007509,철의장,F5,자체 진행,D7,2023-04-28,2023-04-19,-9,False
1236,DPBOM000007510,의장(설치),F4,자체 진행,D6,2021-11-09,2021-10-26,-14,False
1237,DPBOM000007511,의장(설치),F4,자체 진행,D6,2024-08-01,2024-07-13,-19,False
1238,DPBOM000007512,철의장,F4,자체 진행,D6,2024-04-22,2024-04-03,-19,False
1239,DPBOM000007513,의장(설치),F2,자체 진행,D4,2024-06-21,2024-06-06,-15,False
1240,DPBOM000007514,의장(설치),F3,자체 진행,D5,2023-11-25,2023-11-20,-5,False
1241,DPBOM000007515,제작,F2,자체 진행,D4,2024-07-21,2024-06-29,-22,False
1242,DPBOM000007516,제작,F3,자체 진행,D5,2021-10-13,2021-09-26,-17,False
1243,DPBOM000007517,Supp 제작,F2,자체 진행,D4,2023-11-09,2023-10-31,-9,False
1244,DPBOM000007518,Supp 제작,F3,자체 진행,D5,2022-03-18,2022-02-28,-18,False
1245,DPBOM000007519,의장(설치),F3,자체 진행,D5,2023-12-10,2023-11-23,-17,False
1246,DPBOM000007520,제작,F3,자체 진행,D5,2023-04-15,2023-04-04,-11,False
1247,DPBOM000007521,Supp 제작,F3,자체 진행,D5,2022-04-07,2022-03-23,-15,False
1248,DPBOM000007522,의장(설치),F1,자체 진행,D3,2024-02-25,2024-02-22,-3,False
1249,DPBOM000007523,의장(설치),F4,자체 진행,D6,2022-07-06,2022-06-13,-23,False
1250,DPBOM000007524,의장(설치),F4,자체 진행,D6,2023-06-07,2023-05-23,-15,False
1251,DPBOM000007525,철의장,F4,자체 진행,D6,2021-10-09,2021-09-29,-10,False
1252,DPBOM000007526,철의장,F4,자체 진행,D6,2023-05-29,2023-05-27,-2,False
1253,DPBOM000004542,의장(설치),F5,자체 진행,D7,2022-03-09,2022-02-12,-25,False
1254,DPBOM000004543,의장(설치),F8,자체 진행,D5,2023-01-30,2023-01-02,-28,False
1255,DPBOM000004544,의장(설치),F5,자체 진행,D7,2023-04-27,2023-04-06,-21,False
1256,DPBOM000004545,철의장,F5,자체 진행,D7,2021-12-24,2021-12-07,-17,False
1257,DPBOM000007531,의장(설치),F4,자체 진행,D6,2023-04-11,2023-03-23,-19,False
1258,DPBOM000007532,철의장,F4,자체 진행,D6,2021-09-21,2021-09-13,-8,False
1259,DPBOM000007533,의장(설치),F2,자체 진행,D4,2023-07-13,2023-06-20,-23,False
1260,DPBOM000004546,의장(설치),F3,자체 진행,D5,2022-06-14,2022-06-08,-6,False
1261,DPBOM000007535,제작,F2,자체 진행,D4,2022-06-23,2022-05-30,-24,False
1262,DPBOM000004547,제작,F3,자체 진행,D5,2023-05-22,2023-05-21,-1,False
1263,DPBOM000007537,Supp 제작,F2,자체 진행,D4,2022-04-26,2022-04-04,-22,False
1264,DPBOM000004548,Supp 제작,F3,자체 진행,D5,2022-02-06,2022-02-05,-1,False
1265,DPBOM000004549,의장(설치),F3,자체 진행,D5,2023-05-27,2023-05-10,-17,False
1266,DPBOM000004550,제작,F3,자체 진행,D5,2023-11-06,2023-10-30,-7,False
1267,DPBOM000004551,Supp 제작,F3,자체 진행,D5,2023-01-20,2022-12-29,-22,False
1268,DPBOM000004552,의장(설치),F4,자체 진행,D6,2023-02-07,2023-01-10,-28,False
1269,DPBOM000004553,의장(설치),F4,자체 진행,D6,2021-10-30,2021-10-04,-26,False
1270,DPBOM000004554,철의장,F4,자체 진행,D6,2024-08-13,2024-07-23,-21,False
1271,DPBOM000004555,철의장,F4,자체 진행,D6,2023-07-26,2023-06-27,-29,False
1272,DPBOM000007546,계획,F5,자체 진행,D7,2022-02-09,2022-01-25,-15,False
1273,DPBOM000007547,계획,F4,자체 진행,D6,2022-02-12,2022-01-18,-25,False
1274,DPBOM000007548,계획,F3,자체 진행,D5,2021-11-23,2021-11-13,-10,False
1275,DPBOM000007549,Supp 제작,F3,자체 진행,D5,2024-04-01,2024-03-15,-17,False
1276,DPBOM000007550,의장(설치),F3,자체 진행,D5,2023-01-30,2023-01-03,-27,False
1277,DPBOM000007551,제작,F3,자체 진행,D5,2023-06-01,2023-05-05,-27,False
1278,DPBOM000007552,Supp 제작,F3,자체 진행,D5,2023-03-15,2023-02-16,-27,False
1279,DPBOM000007553,의장(설치),F3,자체 진행,D5,2022-07-12,2022-06-25,-17,False
1280,DPBOM000007554,제작,F3,자체 진행,D5,2023-10-21,2023-10-05,-16,False
1281,DPBOM000007555,Supp 제작,F3,자체 진행,D5,2024-04-19,2024-03-23,-27,False
1282,DPBOM000007556,의장(설치),F3,자체 진행,D5,2022-12-14,2022-12-08,-6,False
1283,DPBOM000007557,제작,F3,자체 진행,D5,2024-07-28,2024-06-30,-28,False
1284,DPBOM000007558,Supp 제작,F3,자체 진행,D5,2023-04-25,2023-04-12,-13,False
1285,DPBOM000007559,의장(설치),F3,자체 진행,D5,2023-02-12,2023-01-22,-21,False
1286,DPBOM000007560,제작,F3,자체 진행,D5,2021-09-21,2021-09-08,-13,False
1287,DPBOM000007561,Supp 제작,F3,자체 진행,D5,2022-10-15,2022-10-06,-9,False
1288,DPBOM000004603,계획,F2,자체 진행,D4,2023-02-04,2023-01-10,-25,False
1289,DPBOM000004604,계획,F5,자체 진행,D7,2023-04-11,2023-06-06,56,True
1290,DPBOM000007564,계획,F4,자체 진행,D6,2024-06-25,2024-06-22,-3,False
1291,DPBOM000004605,계획,F3,자체 진행,D5,2024-03-11,2024-02-11,-29,False
1292,DPBOM000007566,의장,F1,자체 진행,D3,2024-04-04,2024-03-11,-24,False
1293,DPBOM000004606,의장,F4,자체 진행,D6,2024-08-12,2024-07-26,-17,False
1294,DPBOM000007568,철의장,F1,자체 진행,D3,2023-02-04,2023-01-14,-21,False
1295,DPBOM000004607,철의장,F4,자체 진행,D6,2022-01-27,2022-01-22,-5,False
1296,DPBOM000007570,의장(설치),F5,자체 진행,D7,2023-04-02,2023-03-20,-13,False
1297,DPBOM000007571,철의장,F5,자체 진행,D7,2024-07-30,2024-07-10,-20,False
1298,DPBOM000007572,의장(설치),F3,자체 진행,D5,2021-09-13,2021-08-29,-15,False
1299,DPBOM000007573,제작,F3,자체 진행,D5,2021-10-26,2021-10-21,-5,False
1300,DPBOM000007574,Supp 제작,F3,자체 진행,D5,2022-01-06,2021-12-26,-11,False
1301,DPBOM000007575,의장(설치),F3,자체 진행,D5,2023-05-12,2023-04-18,-24,False
1302,DPBOM000007576,제작,F3,자체 진행,D5,2022-01-09,2022-01-02,-7,False
1303,DPBOM000007577,Supp 제작,F3,자체 진행,D5,2023-07-01,2023-06-24,-7,False
1304,DPBOM000007578,의장(설치),F3,자체 진행,D5,2021-10-13,2021-09-28,-15,False
1305,DPBOM000007579,제작,F3,자체 진행,D5,2024-02-08,2024-01-29,-10,False
1306,DPBOM000007580,Supp 제작,F3,자체 진행,D5,2023-04-28,2023-03-31,-28,False
1307,DPBOM000007581,의장(설치),F1,자체 진행,D3,2021-12-21,2021-12-17,-4,False
1308,DPBOM000007582,의장(설치),F4,자체 진행,D6,2023-10-11,2023-09-28,-13,False
1309,DPBOM000007583,철의장,F4,자체 진행,D6,2024-02-02,2024-01-08,-25,False
1310,DPBOM000007584,의장(설치),F5,자체 진행,D7,2022-11-24,2022-11-15,-9,False
1311,DPBOM000007585,철의장,F5,자체 진행,D7,2023-06-22,2023-05-29,-24,False
1312,DPBOM000007586,의장(설치),F3,자체 진행,D5,2022-11-15,2022-10-26,-20,False
1313,DPBOM000007587,제작,F3,자체 진행,D5,2023-06-11,2023-06-08,-3,False
1314,DPBOM000007588,Supp 제작,F3,자체 진행,D5,2023-07-11,2023-07-05,-6,False
1315,DPBOM000007589,의장(설치),F3,자체 진행,D5,2022-04-12,2022-03-22,-21,False
1316,DPBOM000007590,제작,F3,자체 진행,D5,2024-06-03,2024-05-05,-29,False
1317,DPBOM000007591,의장(설치),F3,자체 진행,D5,2022-06-28,2022-06-15,-13,False
1318,DPBOM000007592,제작,F3,자체 진행,D5,2024-08-01,2024-07-20,-12,False
1319,DPBOM000007593,Supp 제작,F3,자체 진행,D5,2022-06-11,2022-06-06,-5,False
1320,DPBOM000007594,의장(설치),F1,자체 진행,D3,2023-01-30,2023-01-21,-9,False
1321,DPBOM000007595,의장(설치),F4,자체 진행,D6,2024-02-15,2024-02-02,-13,False
1322,DPBOM000007596,철의장,F4,자체 진행,D6,2024-01-29,2024-01-19,-10,False
1323,DPBOM000007597,의장(설치),F2,자체 진행,D4,2024-02-04,2024-01-15,-20,False
1324,DPBOM000007598,제작,F2,자체 진행,D4,2024-02-06,2024-01-17,-20,False
1325,DPBOM000007599,Supp 제작,F2,자체 진행,D4,2021-12-26,2021-12-01,-25,False
1326,DPBOM000007600,의장(설치),F2,자체 진행,D4,2022-07-18,2022-06-26,-22,False
1327,DPBOM000007601,제작,F2,자체 진행,D4,2024-04-04,2024-03-27,-8,False
1328,DPBOM000007602,Supp 제작,F2,자체 진행,D4,2024-07-26,2024-07-04,-22,False
1329,DPBOM000007603,의장(설치),F3,자체 진행,D5,2023-09-13,2023-08-21,-23,False
1330,DPBOM000007604,제작,F3,자체 진행,D5,2023-04-23,2023-04-21,-2,False
1331,DPBOM000007605,Supp 제작,F3,자체 진행,D5,2022-07-15,2022-06-27,-18,False
1332,DPBOM000007606,의장(설치),F3,자체 진행,D5,2023-08-06,2023-07-16,-21,False
1333,DPBOM000007607,제작,F3,자체 진행,D5,2022-12-12,2022-12-06,-6,False
1334,DPBOM000007608,Supp 제작,F3,자체 진행,D5,2023-10-07,2023-09-24,-13,False
1335,DPBOM000007609,의장(설치),F3,자체 진행,D5,2023-01-12,2023-01-01,-11,False
1336,DPBOM000007610,제작,F3,자체 진행,D5,2024-02-28,2024-02-03,-25,False
1337,DPBOM000007611,Supp 제작,F3,자체 진행,D5,2023-06-01,2023-05-24,-8,False
1338,DPBOM000007612,의장(설치),F3,자체 진행,D5,2021-11-10,2021-11-15,5,True
1339,DPBOM000007613,제작,F3,자체 진행,D5,2024-05-04,2024-04-26,-8,False
1340,DPBOM000007614,Supp 제작,F3,자체 진행,D5,2022-09-02,2022-08-29,-4,False
1341,DPBOM000007615,계획,F2,자체 진행,D4,2024-02-15,2024-02-11,-4,False
1342,DPBOM000007616,계획,F5,자체 진행,D7,2024-03-16,2024-02-17,-28,False
1343,DPBOM000007617,계획,F3,자체 진행,D5,2023-01-30,2023-01-24,-6,False
1344,DPBOM000007618,의장,F1,자체 진행,D3,2022-02-06,2022-01-15,-22,False
1345,DPBOM000007619,철의장,F1,자체 진행,D3,2023-03-31,2023-03-30,-1,False
1346,DPBOM000007620,의장(설치),F5,D1,D7,2022-12-22,2022-11-27,-25,False
1347,DPBOM000007621,철의장,F5,자체 진행,D7,2023-01-18,2022-12-22,-27,False
1348,DPBOM000007622,Supp 제작,F3,자체 진행,D5,2022-02-19,2022-01-24,-26,False
1349,DPBOM000007623,의장(설치),F3,자체 진행,D5,2023-02-20,2023-01-25,-26,False
1350,DPBOM000007624,제작,F3,자체 진행,D5,2022-11-17,2022-10-29,-19,False
1351,DPBOM000007625,Supp 제작,F3,자체 진행,D5,2022-12-06,2022-11-14,-22,False
1352,DPBOM000007626,의장(설치),F1,자체 진행,D3,2024-07-18,2024-06-21,-27,False
1353,DPBOM000007627,철의장,F1,자체 진행,D3,2022-05-11,2022-05-09,-2,False
1354,DPBOM000007628,의장(설치),F5,D1,D7,2022-06-15,2022-06-01,-14,False
1355,DPBOM000007629,철의장,F5,자체 진행,D7,2022-06-23,2022-05-30,-24,False
1356,DPBOM000007630,Supp 제작,F3,자체 진행,D5,2022-06-24,2022-06-05,-19,False
1357,DPBOM000007631,의장(설치),F3,자체 진행,D5,2023-11-22,2023-11-14,-8,False
1358,DPBOM000007632,제작,F3,자체 진행,D5,2023-04-07,2023-03-12,-26,False
1359,DPBOM000007633,Supp 제작,F3,자체 진행,D5,2023-10-14,2023-10-10,-4,False
1360,DPBOM000007634,의장(설치),F1,자체 진행,D3,2023-06-29,2023-06-24,-5,False
1361,DPBOM000007635,철의장,F1,자체 진행,D3,2022-12-15,2022-11-24,-21,False
1362,DPBOM000007636,의장(설치),F2,자체 진행,D4,2023-05-29,2023-05-08,-21,False
1363,DPBOM000007637,제작,F2,자체 진행,D4,2022-10-05,2022-09-22,-13,False
1364,DPBOM000007638,Supp 제작,F2,자체 진행,D4,2024-05-24,2024-06-04,11,True
1365,DPBOM000007639,의장(설치),F2,자체 진행,D4,2023-05-12,2023-04-26,-16,False
1366,DPBOM000007640,제작,F2,자체 진행,D4,2021-10-05,2021-09-21,-14,False
1367,DPBOM000007641,Supp 제작,F2,자체 진행,D4,2022-12-09,2022-11-15,-24,False
1368,DPBOM000007642,계획,F2,자체 진행,D4,2024-04-07,2024-03-17,-21,False
1369,DPBOM000007643,계획,F5,자체 진행,D7,2022-01-31,2022-01-17,-14,False
1370,DPBOM000007644,계획,F4,자체 진행,D6,2022-10-25,2022-09-26,-29,False
1371,DPBOM000007645,계획,F3,자체 진행,D5,2022-06-16,2022-05-24,-23,False
1372,DPBOM000007646,의장,F1,자체 진행,D3,2024-01-30,2024-01-07,-23,False
1373,DPBOM000007647,의장(설치),F8,자체 진행,D5,2024-02-10,2024-02-03,-7,False
1374,DPBOM000007648,의장(설치),F5,자체 진행,D7,2022-01-11,2022-01-03,-8,False
1375,DPBOM000007649,철의장,F5,자체 진행,D7,2022-06-12,2022-05-21,-22,False
1376,DPBOM000007650,의장(설치),F4,자체 진행,D6,2023-11-03,2023-10-15,-19,False
1377,DPBOM000007651,의장(설치),F3,자체 진행,D5,2023-09-05,2023-08-24,-12,False
1378,DPBOM000007652,제작,F3,자체 진행,D5,2022-01-19,2022-01-11,-8,False
1379,DPBOM000007653,Supp 제작,F3,자체 진행,D5,2024-08-19,2024-08-08,-11,False
1380,DPBOM000007654,의장(설치),F2,자체 진행,D4,2021-10-01,2021-09-24,-7,False
1381,DPBOM000007655,의장(설치),F3,자체 진행,D5,2022-12-18,2022-12-04,-14,False
1382,DPBOM000007656,제작,F2,자체 진행,D4,2021-09-07,2021-09-03,-4,False
1383,DPBOM000007657,제작,F3,자체 진행,D5,2023-11-12,2023-10-23,-20,False
1384,DPBOM000007658,Supp 제작,F2,자체 진행,D4,2024-08-08,2024-07-24,-15,False
1385,DPBOM000007659,Supp 제작,F3,자체 진행,D5,2022-06-10,2022-05-31,-10,False
1386,DPBOM000007660,의장(설치),F3,자체 진행,D5,2024-07-13,2024-06-29,-14,False
1387,DPBOM000007661,제작,F3,자체 진행,D5,2022-07-11,2022-07-30,19,True
1388,DPBOM000007662,Supp 제작,F3,자체 진행,D5,2023-03-10,2023-02-10,-28,False
1389,DPBOM000007663,의장(설치),F4,자체 진행,D6,2022-05-09,2022-04-18,-21,False
1390,DPBOM000007664,철의장,F4,자체 진행,D6,2022-01-10,2022-01-09,-1,False
