날짜,공정명,세부공정명,Vessel ID,계획 진도율(%),실제 진도율(%),작업인원(명),가동시간(시간),비가동시간(시간),특이사항
2024-08-22,설계,상세 설계,VLCC-240909,60.0,49.0,40,12,0,없음
2024-08-31,설계,상세 설계,VLCC-240909,60.0,100.0,35,8,0,없음
2024-08-09,설계,기본 설계,VLCC-240910,40.0,33.0,45,22,0,없음
2024-08-13,설계,기본 설계,VLCC-240910,40.0,100.0,23,6,4,없음
2024-08-15,설계,상세 설계,VLCC-240910,100.0,94.0,48,7,3,규제 기관의 검토 및 승인 지연
2024-08-16,설계,상세 설계,VLCC-240910,100.0,100.0,24,13,2,없음
2024-08-20,자재 준비 및 가공,강판 절단,VLCC-240910,85.0,78.0,5,17,2,없음
2024-08-22,자재 준비 및 가공,강판 절단,VLCC-240910,85.0,88.0,44,4,3,없음
2024-08-30,자재 준비 및 가공,강판 절단,VLCC-240910,88.0,88.0,11,21,3,없음
2024-08-02,설계,기본 설계,VLCC-240912,20.0,8.0,18,15,4,없음
2024-08-04,설계,기본 설계,VLCC-240912,20.0,48.0,31,10,1,없음
2024-08-05,설계,기본 설계,VLCC-240912,48.0,100.0,22,7,0,설계 변경으로 인한 일부 작업 지연
2024-08-06,설계,상세 설계,VLCC-240912,85.0,85.0,24,21,3,없음
2024-08-18,설계,상세 설계,VLCC-240912,85.0,100.0,27,7,4,없음
2024-08-28,자재 준비 및 가공,가공,VLCC-240912,0.0,0.0,24,9,1,없음
2024-08-31,자재 준비 및 가공,가공,VLCC-240912,0.0,100.0,17,3,1,없음
2024-08-19,자재 준비 및 가공,강판 절단,VLCC-240912,25.0,25.0,49,19,3,자재 품질 문제로 일부 교체 작업
2024-08-21,자재 준비 및 가공,강판 절단,VLCC-240912,25.0,85.0,36,10,2,없음
2024-08-23,자재 준비 및 가공,강판 절단,VLCC-240912,85.0,100.0,30,3,0,없음
2024-08-04,설계,기본 설계,VLCC-240913,70.0,70.0,11,1,4,없음
2024-08-08,설계,기본 설계,VLCC-240913,70.0,100.0,5,14,3,없음
2024-08-09,설계,상세 설계,VLCC-240913,10.0,0.0,32,9,2,없음
2024-08-10,설계,상세 설계,VLCC-240913,10.0,20.0,23,5,4,없음
2024-08-18,설계,상세 설계,VLCC-240913,20.0,55.0,12,7,4,없음
2024-08-26,설계,상세 설계,VLCC-240913,55.0,80.0,33,9,2,규제 기관의 검토 및 승인 지연
2024-08-27,설계,상세 설계,VLCC-240913,80.0,100.0,22,20,0,없음
2024-08-29,자재 준비 및 가공,강판 절단,VLCC-240913,75.0,75.0,9,9,1,없음
2024-08-30,자재 준비 및 가공,강판 절단,VLCC-240913,75.0,100.0,32,21,0,없음
2024-08-02,설계,기본 설계,VLCC-240914,65.0,65.0,46,18,3,없음
2024-08-08,설계,기본 설계,VLCC-240914,65.0,70.0,20,5,3,없음
2024-08-09,설계,기본 설계,VLCC-240914,70.0,100.0,19,2,2,설계 변경으로 인한 일부 작업 지연
2024-08-10,설계,상세 설계,VLCC-240914,45.0,45.0,31,20,0,없음
2024-08-12,설계,상세 설계,VLCC-240914,45.0,75.0,8,19,4,없음
2024-08-21,설계,상세 설계,VLCC-240914,75.0,80.0,28,10,3,없음
2024-08-26,설계,상세 설계,VLCC-240914,80.0,100.0,41,22,0,없음
2024-08-28,자재 준비 및 가공,강판 절단,VLCC-240914,90.0,85.0,15,15,3,없음
2024-08-29,자재 준비 및 가공,강판 절단,VLCC-240914,90.0,100.0,34,8,2,없음
2024-08-03,설계,기본 설계,VLCC-240915,60.0,51.0,44,13,3,없음
2024-08-06,설계,기본 설계,VLCC-240915,60.0,76.0,34,5,4,설계 변경으로 인한 일부 작업 지연
2024-08-08,설계,기본 설계,VLCC-240915,76.0,100.0,12,9,4,없음
2024-08-09,설계,상세 설계,VLCC-240915,95.0,95.0,46,11,4,설계 변경으로 인한 일부 작업 지연
2024-08-10,설계,상세 설계,VLCC-240915,95.0,100.0,42,23,4,없음
2024-08-26,자재 준비 및 가공,가공,VLCC-240915,40.0,32.0,7,19,4,없음
2024-08-27,자재 준비 및 가공,가공,VLCC-240915,40.0,82.0,33,8,2,없음
2024-08-31,자재 준비 및 가공,가공,VLCC-240915,82.0,100.0,42,16,3,없음
2024-08-17,자재 준비 및 가공,강판 절단,VLCC-240915,10.0,2.0,34,22,4,없음
2024-08-19,자재 준비 및 가공,강판 절단,VLCC-240915,10.0,82.0,12,8,2,없음
2024-08-25,자재 준비 및 가공,강판 절단,VLCC-240915,82.0,100.0,30,21,2,없음
2024-08-05,설계,기본 설계,VLCC-240916,50.0,39.0,48,17,2,없음
2024-08-08,설계,기본 설계,VLCC-240916,50.0,74.0,6,6,1,없음
2024-08-09,설계,기본 설계,VLCC-240916,74.0,100.0,16,9,3,규제 기관의 검토 및 승인 지연
2024-08-12,설계,상세 설계,VLCC-240916,70.0,59.0,14,14,4,규제 기관의 검토 및 승인 지연
2024-08-14,설계,상세 설계,VLCC-240916,70.0,100.0,46,9,1,없음
2024-08-28,자재 준비 및 가공,가공,VLCC-240916,65.0,65.0,28,23,3,없음
2024-08-30,자재 준비 및 가공,가공,VLCC-240916,65.0,100.0,27,7,0,없음
2024-08-16,자재 준비 및 가공,강판 절단,VLCC-240916,30.0,17.0,34,5,2,없음
2024-08-24,자재 준비 및 가공,강판 절단,VLCC-240916,30.0,97.0,19,15,1,없음
2024-08-25,자재 준비 및 가공,강판 절단,VLCC-240916,97.0,100.0,45,2,4,없음
2024-08-05,설계,기본 설계,VLCC-240917,55.0,44.0,5,9,1,없음
2024-08-06,설계,기본 설계,VLCC-240917,55.0,100.0,49,2,4,없음
2024-08-12,설계,상세 설계,VLCC-240917,10.0,10.0,7,23,1,없음
2024-08-16,설계,상세 설계,VLCC-240917,10.0,45.0,42,15,3,없음
2024-08-17,설계,상세 설계,VLCC-240917,45.0,80.0,9,10,2,설계 변경으로 인한 일부 작업 지연
2024-08-19,설계,상세 설계,VLCC-240917,80.0,100.0,19,23,1,없음
2024-08-20,자재 준비 및 가공,강판 절단,VLCC-240917,10.0,3.0,10,14,1,없음
2024-08-23,자재 준비 및 가공,강판 절단,VLCC-240917,10.0,43.0,36,22,1,없음
2024-08-25,자재 준비 및 가공,강판 절단,VLCC-240917,43.0,98.0,7,19,0,없음
2024-08-26,자재 준비 및 가공,강판 절단,VLCC-240917,98.0,100.0,47,23,3,없음
2024-08-01,설계,기본 설계,VLCC-240919,20.0,8.0,23,23,2,없음
2024-08-03,설계,기본 설계,VLCC-240919,20.0,53.0,33,7,3,없음
2024-08-05,설계,기본 설계,VLCC-240919,53.0,53.0,20,23,1,없음
2024-08-09,설계,기본 설계,VLCC-240919,53.0,73.0,30,5,4,없음
2024-08-13,설계,기본 설계,VLCC-240919,73.0,100.0,34,16,4,규제 기관의 검토 및 승인 지연
2024-08-15,설계,상세 설계,VLCC-240919,75.0,65.0,6,17,1,없음
2024-08-16,설계,상세 설계,VLCC-240919,75.0,100.0,32,10,0,없음
2024-08-25,자재 준비 및 가공,가공,VLCC-240919,5.0,0.0,46,6,0,없음
2024-08-30,자재 준비 및 가공,가공,VLCC-240919,5.0,95.0,16,5,2,없음
2024-08-18,자재 준비 및 가공,강판 절단,VLCC-240919,25.0,25.0,10,7,3,없음
2024-08-19,자재 준비 및 가공,강판 절단,VLCC-240919,25.0,60.0,29,13,4,없음
2024-08-20,자재 준비 및 가공,강판 절단,VLCC-240919,60.0,100.0,6,13,1,자재 품질 문제로 일부 교체 작업
2024-08-01,설계,기본 설계,VLCC-240921,75.0,61.0,43,1,0,없음
2024-08-03,설계,기본 설계,VLCC-240921,75.0,100.0,28,2,2,없음
2024-08-04,설계,상세 설계,VLCC-240921,70.0,70.0,18,6,3,없음
2024-08-06,설계,상세 설계,VLCC-240921,70.0,100.0,34,4,0,없음
2024-08-15,자재 준비 및 가공,가공,VLCC-240921,25.0,17.0,42,16,3,없음
2024-08-20,자재 준비 및 가공,가공,VLCC-240921,25.0,87.0,48,3,2,없음
2024-08-21,자재 준비 및 가공,가공,VLCC-240921,87.0,100.0,16,2,0,없음
2024-08-07,자재 준비 및 가공,강판 절단,VLCC-240921,65.0,65.0,18,2,3,없음
2024-08-10,자재 준비 및 가공,강판 절단,VLCC-240921,65.0,75.0,9,6,1,없음
2024-08-11,자재 준비 및 가공,강판 절단,VLCC-240921,75.0,100.0,43,3,0,없음
2024-08-22,조립,소조립,VLCC-240921,45.0,32.0,47,21,2,조립 라인 문제로 작업 지연
2024-08-24,조립,소조립,VLCC-240921,45.0,87.0,36,23,4,없음
2024-08-30,조립,소조립,VLCC-240921,87.0,100.0,48,20,1,조립 라인 문제로 작업 지연
2024-08-31,조립,중조립,VLCC-240921,40.0,28.0,28,1,3,없음
2024-08-04,설계,기본 설계,VLCC-240925,25.0,25.0,33,18,4,없음
2024-08-05,설계,기본 설계,VLCC-240925,25.0,100.0,10,4,0,없음
2024-08-06,설계,상세 설계,VLCC-240925,25.0,25.0,24,22,2,규제 기관의 검토 및 승인 지연
2024-08-08,설계,상세 설계,VLCC-240925,25.0,95.0,37,2,1,없음
2024-08-20,설계,상세 설계,VLCC-240925,95.0,100.0,23,11,4,없음
2024-08-25,자재 준비 및 가공,가공,VLCC-240925,75.0,66.0,8,22,2,없음
2024-08-26,자재 준비 및 가공,가공,VLCC-240925,75.0,96.0,20,13,4,없음
2024-08-27,자재 준비 및 가공,가공,VLCC-240925,96.0,100.0,6,8,1,없음
2024-08-21,자재 준비 및 가공,강판 절단,VLCC-240925,65.0,65.0,6,22,1,없음
2024-08-22,자재 준비 및 가공,강판 절단,VLCC-240925,65.0,80.0,22,11,0,없음
2024-08-24,자재 준비 및 가공,강판 절단,VLCC-240925,80.0,100.0,33,5,4,자재 일부 지연 입고
2024-08-30,조립,소조립,VLCC-240925,50.0,41.0,44,16,4,없음
2024-08-08,설계,기본 설계,VLCC-240926,55.0,55.0,13,14,4,없음
2024-08-12,설계,기본 설계,VLCC-240926,55.0,100.0,7,9,4,없음
2024-08-17,설계,상세 설계,VLCC-240926,60.0,54.0,47,17,1,없음
2024-08-18,설계,상세 설계,VLCC-240926,60.0,69.0,32,6,3,없음
2024-08-19,설계,상세 설계,VLCC-240926,69.0,100.0,27,2,1,없음
2024-08-23,자재 준비 및 가공,강판 절단,VLCC-240926,70.0,70.0,32,22,1,없음
2024-08-05,설계,기본 설계,VLCC-240927,60.0,60.0,13,17,0,없음
2024-08-09,설계,기본 설계,VLCC-240927,60.0,100.0,36,12,1,없음
2024-08-12,설계,상세 설계,VLCC-240927,15.0,9.0,20,9,4,없음
2024-08-13,설계,상세 설계,VLCC-240927,15.0,94.0,8,16,3,없음
2024-08-15,설계,상세 설계,VLCC-240927,94.0,100.0,27,3,1,없음
2024-08-22,자재 준비 및 가공,가공,VLCC-240927,15.0,15.0,15,6,1,자재 품질 문제로 일부 교체 작업
2024-08-26,자재 준비 및 가공,가공,VLCC-240927,15.0,35.0,14,10,4,없음
2024-08-27,자재 준비 및 가공,가공,VLCC-240927,35.0,60.0,15,4,1,없음
2024-08-31,자재 준비 및 가공,가공,VLCC-240927,60.0,100.0,39,7,0,자재 일부 지연 입고
2024-08-17,자재 준비 및 가공,강판 절단,VLCC-240927,70.0,70.0,16,5,2,자재 품질 문제로 일부 교체 작업
2024-08-20,자재 준비 및 가공,강판 절단,VLCC-240927,70.0,100.0,30,3,4,없음
2024-08-03,설계,기본 설계,VLCC-240928,90.0,90.0,40,11,2,없음
2024-08-07,설계,기본 설계,VLCC-240928,90.0,100.0,42,6,1,없음
2024-08-09,설계,상세 설계,VLCC-240928,55.0,55.0,44,18,0,없음
2024-08-11,설계,상세 설계,VLCC-240928,55.0,100.0,48,4,3,없음
2024-08-18,자재 준비 및 가공,가공,VLCC-240928,50.0,50.0,11,18,2,없음
2024-08-19,자재 준비 및 가공,가공,VLCC-240928,50.0,100.0,28,7,3,없음
2024-08-12,자재 준비 및 가공,강판 절단,VLCC-240928,20.0,20.0,46,17,3,없음
2024-08-14,자재 준비 및 가공,강판 절단,VLCC-240928,20.0,60.0,26,11,0,자재 일부 지연 입고
2024-08-15,자재 준비 및 가공,강판 절단,VLCC-240928,60.0,60.0,44,15,4,없음
2024-08-17,자재 준비 및 가공,강판 절단,VLCC-240928,60.0,100.0,30,9,2,없음
2024-08-21,조립,소조립,VLCC-240928,0.0,0.0,30,18,4,없음
2024-08-01,설계,기본 설계,VLCC-240929,50.0,40.0,48,3,3,없음
2024-08-05,설계,기본 설계,VLCC-240929,50.0,65.0,15,3,3,없음
2024-08-07,설계,기본 설계,VLCC-240929,65.0,90.0,5,8,0,없음
2024-08-09,설계,기본 설계,VLCC-240929,90.0,100.0,6,3,0,없음
2024-08-10,설계,상세 설계,VLCC-240929,60.0,60.0,25,12,3,없음
2024-08-13,설계,상세 설계,VLCC-240929,60.0,100.0,43,9,0,없음
2024-08-18,자재 준비 및 가공,가공,VLCC-240929,75.0,61.0,33,5,2,없음
2024-08-21,자재 준비 및 가공,가공,VLCC-240929,75.0,66.0,6,12,2,없음
2024-08-22,자재 준비 및 가공,가공,VLCC-240929,75.0,100.0,36,5,1,없음
2024-08-14,자재 준비 및 가공,강판 절단,VLCC-240929,15.0,15.0,11,7,1,없음
2024-08-15,자재 준비 및 가공,강판 절단,VLCC-240929,15.0,85.0,12,22,0,없음
2024-08-17,자재 준비 및 가공,강판 절단,VLCC-240929,85.0,100.0,28,4,3,없음
2024-08-07,설계,기본 설계,VLCC-240930,80.0,80.0,34,13,4,없음
2024-08-09,설계,기본 설계,VLCC-240930,80.0,100.0,10,12,2,설계 변경으로 인한 일부 작업 지연
2024-08-12,설계,상세 설계,VLCC-240930,70.0,70.0,33,3,4,설계 변경으로 인한 일부 작업 지연
2024-08-14,설계,상세 설계,VLCC-240930,70.0,100.0,36,18,1,없음
2024-08-19,자재 준비 및 가공,가공,VLCC-240930,0.0,0.0,22,7,4,없음
2024-08-22,자재 준비 및 가공,가공,VLCC-240930,0.0,60.0,23,2,4,없음
2024-08-26,자재 준비 및 가공,가공,VLCC-240930,60.0,80.0,37,19,2,없음
2024-08-27,자재 준비 및 가공,가공,VLCC-240930,80.0,80.0,42,22,0,없음
2024-08-28,자재 준비 및 가공,가공,VLCC-240930,80.0,100.0,7,15,2,없음
2024-08-16,자재 준비 및 가공,강판 절단,VLCC-240930,60.0,47.0,24,7,2,없음
2024-08-17,자재 준비 및 가공,강판 절단,VLCC-240930,60.0,92.0,6,3,1,없음
2024-08-18,자재 준비 및 가공,강판 절단,VLCC-240930,92.0,100.0,36,12,1,없음
2024-08-31,조립,소조립,VLCC-240930,25.0,25.0,35,11,1,없음
2024-08-03,설계,기본 설계,VLCC-240932,25.0,25.0,7,11,2,없음
2024-08-06,설계,기본 설계,VLCC-240932,25.0,75.0,38,7,1,없음
2024-08-10,설계,기본 설계,VLCC-240932,75.0,100.0,6,6,0,없음
2024-08-14,설계,상세 설계,VLCC-240932,60.0,60.0,49,22,2,없음
2024-08-15,설계,상세 설계,VLCC-240932,60.0,95.0,34,10,0,규제 기관의 검토 및 승인 지연
2024-08-16,설계,상세 설계,VLCC-240932,95.0,100.0,26,20,2,설계 변경으로 인한 일부 작업 지연
2024-08-24,자재 준비 및 가공,가공,VLCC-240932,55.0,55.0,29,21,3,없음
2024-08-25,자재 준비 및 가공,가공,VLCC-240932,55.0,100.0,10,12,1,없음
2024-08-19,자재 준비 및 가공,강판 절단,VLCC-240932,45.0,32.0,6,10,1,자재 일부 지연 입고
2024-08-20,자재 준비 및 가공,강판 절단,VLCC-240932,45.0,100.0,21,11,4,없음
2024-08-26,조립,소조립,VLCC-240932,100.0,93.0,42,17,2,없음
2024-08-30,조립,소조립,VLCC-240932,100.0,100.0,6,19,1,없음
2024-08-31,조립,중조립,VLCC-240932,60.0,60.0,20,17,2,없음
2024-08-05,설계,기본 설계,VLCC-240933,100.0,100.0,15,23,2,없음
2024-08-11,설계,상세 설계,VLCC-240933,35.0,29.0,48,12,1,없음
2024-08-15,설계,상세 설계,VLCC-240933,35.0,99.0,20,2,1,없음
2024-08-21,설계,상세 설계,VLCC-240933,99.0,100.0,39,23,1,없음
2024-08-27,자재 준비 및 가공,강판 절단,VLCC-240933,10.0,10.0,24,23,2,없음
2024-08-06,설계,기본 설계,VLCC-240935,35.0,21.0,17,3,4,없음
2024-08-08,설계,기본 설계,VLCC-240935,35.0,100.0,16,11,1,없음
2024-08-13,설계,상세 설계,VLCC-240935,5.0,0.0,8,23,0,없음
2024-08-15,설계,상세 설계,VLCC-240935,5.0,80.0,30,23,3,없음
2024-08-17,설계,상세 설계,VLCC-240935,80.0,100.0,8,17,4,없음
2024-08-21,자재 준비 및 가공,강판 절단,VLCC-240935,55.0,55.0,12,2,1,없음
2024-08-01,설계,기본 설계,VLCC-240936,0.0,0.0,8,14,4,없음
2024-08-06,설계,기본 설계,VLCC-240936,0.0,70.0,46,17,0,규제 기관의 검토 및 승인 지연
2024-08-08,설계,기본 설계,VLCC-240936,70.0,100.0,16,22,0,없음
2024-08-09,설계,상세 설계,VLCC-240936,60.0,49.0,14,15,2,없음
2024-08-13,설계,상세 설계,VLCC-240936,60.0,100.0,17,12,4,없음
2024-08-17,자재 준비 및 가공,가공,VLCC-240936,100.0,100.0,36,2,0,없음
2024-08-14,자재 준비 및 가공,강판 절단,VLCC-240936,95.0,83.0,15,7,0,없음
2024-08-16,자재 준비 및 가공,강판 절단,VLCC-240936,95.0,100.0,40,2,3,없음
2024-08-29,조립,대조립,VLCC-240936,45.0,35.0,45,10,0,조립 라인 문제로 작업 지연
2024-08-31,조립,대조립,VLCC-240936,45.0,40.0,39,7,3,없음
2024-08-18,조립,소조립,VLCC-240936,85.0,73.0,47,17,2,없음
2024-08-19,조립,소조립,VLCC-240936,85.0,100.0,40,13,0,없음
2024-08-21,조립,중조립,VLCC-240936,75.0,75.0,42,18,2,없음
2024-08-27,조립,중조립,VLCC-240936,75.0,100.0,44,14,1,없음
2024-08-16,설계,기본 설계,VLCC-240937,70.0,62.0,41,22,2,없음
2024-08-18,설계,기본 설계,VLCC-240937,70.0,72.0,49,7,0,없음
2024-08-19,설계,기본 설계,VLCC-240937,72.0,100.0,36,23,0,없음
2024-08-22,설계,상세 설계,VLCC-240937,35.0,35.0,24,14,3,없음
2024-08-25,설계,상세 설계,VLCC-240937,35.0,75.0,32,17,4,없음
2024-08-28,설계,상세 설계,VLCC-240937,75.0,100.0,7,9,3,규제 기관의 검토 및 승인 지연
2024-08-31,자재 준비 및 가공,강판 절단,VLCC-240937,95.0,90.0,11,6,4,자재 품질 문제로 일부 교체 작업
2024-08-03,설계,기본 설계,VLCC-240938,50.0,50.0,18,18,3,없음
2024-08-05,설계,기본 설계,VLCC-240938,50.0,65.0,41,17,1,없음
2024-08-08,설계,기본 설계,VLCC-240938,65.0,100.0,6,12,3,없음
2024-08-09,설계,상세 설계,VLCC-240938,85.0,74.0,5,23,1,없음
2024-08-13,설계,상세 설계,VLCC-240938,85.0,100.0,41,18,4,없음
2024-08-22,자재 준비 및 가공,가공,VLCC-240938,0.0,0.0,35,11,3,없음
2024-08-24,자재 준비 및 가공,가공,VLCC-240938,0.0,5.0,48,6,1,없음
2024-08-26,자재 준비 및 가공,가공,VLCC-240938,5.0,95.0,13,13,4,없음
2024-08-27,자재 준비 및 가공,가공,VLCC-240938,95.0,100.0,19,7,4,없음
2024-08-14,자재 준비 및 가공,강판 절단,VLCC-240938,45.0,36.0,16,22,2,없음
2024-08-15,자재 준비 및 가공,강판 절단,VLCC-240938,45.0,86.0,19,2,3,없음
2024-08-21,자재 준비 및 가공,강판 절단,VLCC-240938,86.0,100.0,47,18,3,없음
2024-08-28,조립,소조립,VLCC-240938,10.0,3.0,10,12,4,없음
2024-08-01,설계,기본 설계,VLCC-240940,0.0,0.0,16,16,1,규제 기관의 검토 및 승인 지연
2024-08-04,설계,기본 설계,VLCC-240940,0.0,30.0,48,5,2,없음
2024-08-20,설계,기본 설계,VLCC-240940,30.0,60.0,34,9,1,없음
2024-08-21,설계,기본 설계,VLCC-240940,60.0,100.0,13,7,0,없음
2024-08-22,설계,상세 설계,VLCC-240940,25.0,12.0,17,23,0,없음
2024-08-23,설계,상세 설계,VLCC-240940,25.0,82.0,28,7,3,없음
2024-08-26,설계,상세 설계,VLCC-240940,82.0,100.0,41,16,2,없음
2024-08-27,자재 준비 및 가공,강판 절단,VLCC-240940,70.0,58.0,20,6,4,없음
2024-08-28,자재 준비 및 가공,강판 절단,VLCC-240940,70.0,83.0,31,7,0,없음
2024-08-01,설계,기본 설계,VLCC-240941,95.0,95.0,40,16,4,없음
2024-08-05,설계,기본 설계,VLCC-240941,95.0,100.0,43,22,1,없음
2024-08-09,설계,상세 설계,VLCC-240941,45.0,45.0,14,7,1,없음
2024-08-10,설계,상세 설계,VLCC-240941,45.0,100.0,17,8,1,없음
2024-08-16,자재 준비 및 가공,가공,VLCC-240941,5.0,5.0,17,1,2,없음
2024-08-18,자재 준비 및 가공,가공,VLCC-240941,5.0,100.0,20,3,0,없음
2024-08-12,자재 준비 및 가공,강판 절단,VLCC-240941,25.0,12.0,44,19,3,없음
2024-08-13,자재 준비 및 가공,강판 절단,VLCC-240941,25.0,87.0,36,13,1,없음
2024-08-15,자재 준비 및 가공,강판 절단,VLCC-240941,87.0,100.0,32,11,0,없음
2024-08-20,조립,소조립,VLCC-240941,35.0,24.0,48,1,0,없음
2024-08-24,조립,소조립,VLCC-240941,35.0,64.0,48,4,4,없음
2024-08-25,조립,소조립,VLCC-240941,64.0,64.0,37,20,3,없음
2024-08-30,조립,소조립,VLCC-240941,64.0,100.0,39,23,0,조립 라인 문제로 작업 지연
2024-08-31,조립,중조립,VLCC-240941,60.0,52.0,47,7,1,없음
2024-08-03,설계,기본 설계,VLCC-240942,25.0,19.0,44,3,4,규제 기관의 검토 및 승인 지연
2024-08-12,설계,기본 설계,VLCC-240942,25.0,99.0,28,13,2,없음
2024-08-15,설계,기본 설계,VLCC-240942,99.0,100.0,38,16,1,없음
2024-08-22,설계,상세 설계,VLCC-240942,90.0,90.0,13,1,1,없음
2024-08-27,설계,상세 설계,VLCC-240942,90.0,100.0,38,13,4,없음
2024-08-29,자재 준비 및 가공,강판 절단,VLCC-240942,40.0,29.0,35,10,1,없음
2024-08-31,자재 준비 및 가공,강판 절단,VLCC-240942,40.0,100.0,13,15,3,없음
2024-08-03,설계,기본 설계,VLCC-240943,60.0,53.0,5,21,4,없음
2024-08-06,설계,기본 설계,VLCC-240943,60.0,100.0,38,23,0,없음
2024-08-08,설계,상세 설계,VLCC-240943,55.0,55.0,10,13,2,없음
2024-08-09,설계,상세 설계,VLCC-240943,55.0,100.0,22,13,4,없음
2024-08-22,자재 준비 및 가공,가공,VLCC-240943,60.0,52.0,23,22,0,없음
2024-08-26,자재 준비 및 가공,가공,VLCC-240943,60.0,100.0,9,16,2,없음
2024-08-11,자재 준비 및 가공,강판 절단,VLCC-240943,60.0,47.0,45,14,0,없음
2024-08-12,자재 준비 및 가공,강판 절단,VLCC-240943,60.0,57.0,42,3,0,없음
2024-08-20,자재 준비 및 가공,강판 절단,VLCC-240943,60.0,100.0,24,2,3,없음
2024-08-27,조립,소조립,VLCC-240943,25.0,14.0,30,1,0,없음
2024-08-30,조립,소조립,VLCC-240943,25.0,49.0,25,1,2,없음
2024-08-31,조립,소조립,VLCC-240943,49.0,99.0,22,1,3,조립 라인 문제로 작업 지연
2024-08-01,설계,기본 설계,VLCC-240944,85.0,75.0,21,23,1,없음
2024-08-03,설계,기본 설계,VLCC-240944,85.0,100.0,5,11,2,없음
2024-08-05,설계,상세 설계,VLCC-240944,5.0,0.0,22,15,2,없음
2024-08-06,설계,상세 설계,VLCC-240944,5.0,55.0,41,17,1,없음
2024-08-09,설계,상세 설계,VLCC-240944,55.0,100.0,27,21,4,규제 기관의 검토 및 승인 지연
2024-08-16,자재 준비 및 가공,가공,VLCC-240944,75.0,62.0,39,15,1,없음
2024-08-17,자재 준비 및 가공,가공,VLCC-240944,75.0,100.0,17,18,4,없음
2024-08-10,자재 준비 및 가공,강판 절단,VLCC-240944,20.0,20.0,48,11,0,없음
2024-08-11,자재 준비 및 가공,강판 절단,VLCC-240944,20.0,100.0,16,5,1,없음
2024-08-24,조립,소조립,VLCC-240944,5.0,0.0,42,11,0,없음
2024-08-02,설계,기본 설계,VLCC-240945,95.0,83.0,33,18,4,없음
2024-08-04,설계,기본 설계,VLCC-240945,95.0,98.0,35,12,1,설계 변경으로 인한 일부 작업 지연
2024-08-05,설계,기본 설계,VLCC-240945,98.0,100.0,27,3,2,없음
2024-08-06,설계,상세 설계,VLCC-240945,100.0,100.0,30,23,1,없음
2024-08-13,자재 준비 및 가공,가공,VLCC-240945,5.0,0.0,45,14,1,없음
2024-08-16,자재 준비 및 가공,가공,VLCC-240945,5.0,5.0,24,4,1,자재 일부 지연 입고
2024-08-17,자재 준비 및 가공,가공,VLCC-240945,5.0,90.0,9,11,4,없음
2024-08-23,자재 준비 및 가공,가공,VLCC-240945,90.0,100.0,31,2,1,없음
2024-08-07,자재 준비 및 가공,강판 절단,VLCC-240945,30.0,18.0,30,8,4,없음
2024-08-08,자재 준비 및 가공,강판 절단,VLCC-240945,30.0,78.0,48,18,1,자재 품질 문제로 일부 교체 작업
2024-08-12,자재 준비 및 가공,강판 절단,VLCC-240945,78.0,100.0,25,16,2,없음
2024-08-25,조립,소조립,VLCC-240945,95.0,95.0,17,23,0,없음
2024-08-27,조립,소조립,VLCC-240945,95.0,95.0,39,22,4,없음
2024-08-01,설계,기본 설계,VLCC-240946,85.0,85.0,30,13,0,없음
2024-08-02,설계,기본 설계,VLCC-240946,85.0,90.0,23,7,1,없음
2024-08-03,설계,기본 설계,VLCC-240946,90.0,100.0,12,15,0,없음
2024-08-05,설계,상세 설계,VLCC-240946,80.0,80.0,18,10,1,없음
2024-08-06,설계,상세 설계,VLCC-240946,80.0,100.0,35,5,3,규제 기관의 검토 및 승인 지연
2024-08-19,자재 준비 및 가공,가공,VLCC-240946,100.0,90.0,40,4,4,자재 일부 지연 입고
2024-08-20,자재 준비 및 가공,가공,VLCC-240946,100.0,100.0,18,14,2,없음
2024-08-08,자재 준비 및 가공,강판 절단,VLCC-240946,0.0,0.0,27,8,1,없음
2024-08-09,자재 준비 및 가공,강판 절단,VLCC-240946,0.0,60.0,13,1,2,없음
2024-08-15,자재 준비 및 가공,강판 절단,VLCC-240946,60.0,100.0,31,18,1,없음
2024-08-21,조립,소조립,VLCC-240946,80.0,80.0,49,22,3,없음
2024-08-25,조립,소조립,VLCC-240946,80.0,100.0,38,23,4,"장비 일시 고장, 수리 완료"
2024-08-27,조립,중조립,VLCC-240946,60.0,60.0,36,7,1,없음
2024-08-04,설계,기본 설계,VLCC-240948,20.0,20.0,8,14,1,없음
2024-08-05,설계,기본 설계,VLCC-240948,20.0,95.0,19,14,0,없음
2024-08-07,설계,기본 설계,VLCC-240948,95.0,100.0,25,18,3,없음
2024-08-11,설계,상세 설계,VLCC-240948,80.0,80.0,39,7,2,없음
2024-08-13,설계,상세 설계,VLCC-240948,80.0,100.0,39,13,1,설계 변경으로 인한 일부 작업 지연
2024-08-24,자재 준비 및 가공,가공,VLCC-240948,5.0,5.0,18,21,3,없음
2024-08-25,자재 준비 및 가공,가공,VLCC-240948,5.0,75.0,49,7,0,없음
2024-08-26,자재 준비 및 가공,가공,VLCC-240948,75.0,100.0,20,10,3,없음
2024-08-14,자재 준비 및 가공,강판 절단,VLCC-240948,55.0,55.0,32,22,3,없음
2024-08-15,자재 준비 및 가공,강판 절단,VLCC-240948,55.0,65.0,10,2,4,없음
2024-08-19,자재 준비 및 가공,강판 절단,VLCC-240948,65.0,100.0,15,14,1,없음
